ngram,count
struggled up,1
stuck in,1
stuff down,1
stumbled down,1
stung and,1
stupefying warmth,1
substantial presents,1
subterranean habit,1
such a,3
such bad,1
such belief,1
such different,1
such hard,1
such people,1
such things,1
sudden coolness,1
sudden transfiguration,1
suggested that,1
sullen eye,1
summer I,1
summer always,1
summer they,1
summer when,1
sun She,1
sun They,1
sun and,6
sun got,1
sun had,1
sun lost,1
sun sank,3
sun shining,1
sun shone,1
sun the,1
sun was,1
sunbonnet Arent,1
sunbonnet on,1
sundown next,1
sunflower seed,1
sunflower trail,1
sunflower was,1
sunflower-bordered roads,2
sunflowers grew,1
sunflowers had,1
sunflowers were,1
sunk between,1
sunk deep,1
sunlight but,1
sunlight on,2
sunlight that,1
sunning himself,1
sunset and,1
sunshine alike,1
supercilious air,1
superior tone,1
superstition that,1
supper Antonia,1
supper I,2
supper and,1
supper table,1
supper that,1
supper was,2
supper were,1
supported the,1
suppose I,1
supposed from,1
supposition He,1
sure Well,1
sure Why,1
sure and,1
sure glad,1
sure that,1
sure the,1
surface Here,1
surface water,1
surrounded by,2
surrounding country,1
suspicion The,1
suspicious they,1
sweets for,1
swell of,1
swelled off,1
swept on,1
swimming with,1
swinging against,1
swollen joints,1
swore before,1
swung the,1
sympathetic and,1
table Otto,1
table and,2
table in,1
table then,1
table was,1
taffy and,1
tail turning,1
tails at,1
take Peter,1
take Yulka,1
take care,1
take her,1
take his,1
take me,2
take my,1
take that,1
taken ashore,1
taken for,1
taken up,1
takes a,1
taking my,1
taking them,1
tales As,1
talk Nice,1
talk Up,1
talk about,2
talk or,1
talk shouting,1
talk to,5
talked But,1
talked about,1
talked of,1
talked to,2
talking to,1
tall and,2
tall as,1
tall asparagus,1
tall grasses,1
tall one,1
tall woman,2
tallow into,1
tangled up,1
taper so,1
tapestries and,1
taste of,1
tatinek make,1
tatinek say,1
taught me,1
tawny hawks,1
tawny landscape,1
te-e-ach my,1
teakettle and,1
team and,1
team to,1
tear off,1
tears in,1
teeth a,1
teeth were,1
tell Pavels,1
tell her,1
tell me,2
tell them,1
tell us,1
tell what,1
tell you,1
telling a,1
telling me,1
telling the,1
temper which,1
tempted to,1
ten Yesm,1
ten acres,1
ten years,1
terraces with,1
terrible to,1
terribly if,1
terrific struggle,1
tether and,1
than China,1
than I,1
than Otto,1
than a,1
than an,1
than any,5
than anything,1
than at,1
than dogs,1
than it,1
than medicine,1
than mine,2
than my,1
than reading,1
than the,3
than they,1
than tickle,1
than you,1
thank--and again,1
that Antonia,1
that Dude,1
that I,8
that Krajiek,1
that Mrs,1
that Otto,2
that Pavel,1
that The,1
that afternoon,1
that aint,1
that always,1
that an,1
that anyone,1
that at,1
that beauty,1
that botanists,1
that broke,1
that burned,1
that cave,1
that climbed,2
that cornfield,1
that country,2
that direction,1
that early,1
that earth,1
that everything,1
that fed,1
that fellow,1
that first,1
that followed,1
that great,1
that grew,4
that had,3
that happened,1
that have,1
that he,14
that held,1
that her,1
that here,1
that his,1
that hole,1
that if,1
that in,4
that is,1
that it,4
that language,1
that lay,2
that led,1
that legend,1
that lived,1
that looked,1
that made,2
that magnificence,1
that mans,1
that moment,2
that morning,2
that must,1
that my,3
that night,2
that no,1
that one,1
that ours,1
that people,1
that poor,1
that protected,1
that ring,1
that same,1
that she,4
that sky,1
that snake,2
that some,1
that supported,1
that tawny,1
that the,10
that there,2
that they,4
that this,2
that those,1
that time,2
that was,2
that we,8
that were,3
that when,2
that winter,2
that would,2
thatch overhead,1
thatched with,1
thats his,1
the Black,1
the Blue,1
the Bohemian,1
the Book,1
the Far,1
the Indians,2
the Lone,1
the Lord,1
the Missouri,1
the Mormons,1
the North,1
the Norwegian,2
the Rockies,1
the Russians,2
the Shimerdas,9
the Swiss,1
the Ukraine,1
the Virginia,1
the acquaintance,1
the actual,1
the afternoons,1
the air,2
the ancient,1
the angry,1
the animals,1
the ankle,1
the arrival,1
the ashes,1
the auction,1
the autumn,2
the babies,1
the back,2
the badger,3
the bag,3
the baked,1
the bank,4
the barks,1
the barn,4
the barns,1
the basement,1
the beard,1
the bed,2
the bed--a,1
the belief,1
the belle,1
the bench,3
the berries,1
the best,1
the better,1
the big,6
the biggest,2
the blade,1
the blankets,1
the blasts,1
the blond,1
the blooming,1
the blue,2
the bones,1
the bottle,1
the bottom,4
the box,1
the boy,1
the boys,1
the brake,1
the bread-board,1
the bride,4
the broken,1
the brow,1
the brown,2
the buffalo,4
the burning,1
the bush,1
the cakes,1
the care,1
the cat--he,1
the cattle,1
the cattle-pond,1
the cave,1
the cellar,1
the centre,1
the ceremony,1
the cheerful,1
the children,2
the chill,1
the chores,1
the church,1
the circle,1
the clear,2
the cock,1
the cold,4
the colour,2
the complete,1
the conditions,1
the conductor,2
the corncribs,1
the corner,1
the cornfield,1
the cornfields,1
the corrals,1
the cottonwoods,2
the country,4
the country--went,1
the county,2
the cow,1
the cows,1
the coyotes,2
the creek,1
the cries,1
the cup,1
the damp,1
the day,1
the dazzling,1
the dead,1
the debt,1
the deep,2
the desert,1
the desires,1
the dew,1
the dining-room,1
the disgusting,1
the dishes,1
the doctor,1
the dog,1
the dog-town,1
the dogs,4
the dollar,1
the door,2
the doors,3
the draw,8
the drawbank,1
the dried,1
the driver,1
the drivers,2
the dugout,2
the early,1
the earth,5
the east,1
the edge,7
the edges,1
the eggs,1
the empty,2
the end,1
the ends,1
the excellency,1
the exultation,1
the eye,1
the face,1
the faint,2
the familiar,1
the family,1
the farm,1
the farmyard,2
the father,2
the feeble,1
the feeling,1
the fields,5
the fire,1
the fire-box,1
the first,10
the fleetest,1
the floor,6
the flowers,1
the food,1
the foot,1
the foreign,1
the forest,1
the frail,1
the fresh,2
the friendly,1
the front,5
the full,1
the furrows,1
the game,1
the garden,6
the garden--except,1
the gentle,1
the girl,2
the girls,1
the glide,1
the glittering,2
the gold,4
the gophers,1
the grass,11
the great,2
the green,2
the groom,4
the grooms,6
the ground,5
the gun,1
the hand,2
the handkerchief,1
the hands,1
the hard,1
the harness,1
the hawks,1
the haystacks,1
the head,1
the heap,1
the hearts,1
the heat,1
the heavy,1
the hewn,1
the hide,1
the high,2
the hike,1
the hill,3
the hillside,2
the hilltop,1
the hindmost,1
the hole,2
the holes,3
the homestead,1
the horses,5
the horses--the,1
the house,7
the hungry,1
the immigrant,2
the jingle,1
the jolting,2
the journey,2
the juice,1
the kids,1
the kitchen,14
the land,2
the landscape,1
the language,1
the lantern-light,1
the late,2
the left,1
the lesson,1
the level,2
the light,1
the little,4
the living-room,2
the loaves,1
the log,1
the long,6
the low,1
the lungs,1
the magical,1
the man,1
the material,1
the measure,2
the melons,3
the members,1
the men,6
the merciless,1
the messenger,1
the middle,2
the miles,1
the milk,1
the monastery,1
the morning,2
the most,4
the mother,2
the mountain,1
the mouths,1
the name,2
the names,1
the narrow,1
the neck,1
the neighbours,1
the new,3
the newsboys,1
the next,3
the night,3
the north,2
the object,1
the ocean,2
the oilcloth-covered,1
the old,9
the only,4
the other,6
the others,2
the outlaws,1
the owls,2
the oxen,1
the pages,1
the pale-yellow,1
the palest,2
the panes,1
the papery,1
the parents,2
the party,1
the paste,1
the path,1
the people,1
the persecution,1
the pies,1
the pigs,1
the pitchfork,1
the plains,1
the platform,2
the ploughed,2
the plum-patch,1
the pond,1
the pony,3
the ponys,1
the post-office,3
the prairie,6
the prairie-dog-town,1
the prairie-dogs,1
the pretty,1
the price,1
the principal,1
the protection,1
the pumpkins,1
the purchasers,1
the rabbits,1
the rage,1
the rain,1
the rattles,1
the rattlesnakes--because,1
the ravine,2
the rear,3
the red,4
the reins,2
the return,2
the right,1
the ring,1
the rings,1
the road,4
the roads,1
the roof,1
the room,2
the rows,1
the ruddy,1
the sag,1
the sale,1
the same,7
the sand,1
the scarcity,1
the sea,1
the seat,1
the setting,1
the shaggy,1
the shallow,1
the shavings,1
the sheep-fold,1
the shelf,1
the sheltered,1
the shoulder,1
the shoulders,1
the shrieking,1
the side,2
the sides,1
the singing,1
the size,1
the skin,1
the skins,1
the sky,6
the sledge,4
the slope,1
the smartweed,1
the snake,3
the snow,6
the soap,1
the sod,5
the soft,1
the sorghum,1
the sort,1
the sour,1
the spade,3
the spot,1
the stairs,1
the stairway,1
the starlight,1
the stars,2
the station,1
the steep,1
the stem,1
the stinging,1
the storeroom,2
the story,4
the stove,5
the strange,1
the strangest,1
the straw,6
the stream,1
the strong,1
the struggle,1
the stupefying,1
the sun,11
the sunflower,2
the sunflower-bordered,1
the sunflowers,2
the sunlight,1
the supper,1
the surface,1
the surrounding,1
the swollen,1
the table,4
the tall,3
the tawny,1
the teakettle,1
the thatch,1
the time,4
the top,1
the torpor,1
the town,2
the train,4
the tree-tops,1
the trees,1
the triplets,1
the tub,1
the two,6
the upland,1
the village,1
the wagon,3
the wagon-box,2
the wall,4
the warm,2
the warmth,1
the water,2
the watermelon,1
the way,6
the weather,1
the wedding,4
the west,4
the western,1
the white,1
the whitewashed,1
the whole,2
the wide,1
the wilderness,1
the wind,6
the windings,2
the windmill,3
the window-shade,1
the windows,1
the wing,1
the winter,3
the wolves,6
the woman,1
the women,1
the wood,1
the wooden,2
the word,4
the world,9
the worse,1
the worst,1
the years,1
the yellow,1
their bones,1
their bottles,1
their cakes,1
their catalpa,1
their colour,1
their comfortable,1
their cracked,1
their ears,1
their edges,1
their father,1
their feet,2
their hands,1
their hind,1
their hole,1
their horses,1
their house,1
their houses,1
their hungry,1
their influence,1
their inside,1
their leaves,1
their money,1
their most,1
their mothers,1
their nests,1
their only,1
their own,3
their place,1
their shawls,1
their spirits,1
their tails,1
their tired,1
their troubles,1
their ugly,1
their village,2
their wagon,1
their whining,1
their withering,1
them Antonia,1
them As,1
them Before,1
them I,2
them It,1
them Its,1
them Something,1
them The,7
them They,1
them When,1
them a,3
them again,1
them all,1
them almost,1
them and,8
them anything,1
them as,1
them at,1
them behave,1
them brandishing,1
them carefully,1
them come,1
them died,1
them five,1
them for,1
them in,3
them into,1
them jovial,1
them known,1
them like,1
them look,1
them not,1
them noticed,1
them out,1
them pay,1
them sitting,1
them some,1
them speak,1
them spending,1
them they,1
them to,2
them took,1
them up,1
them was,1
them were,1
them when,1
them where,1
them with,2
themselves Yet,1
then I,2
then all,1
then another,1
then back,1
then fifty--that,1
then fifty-five,1
then it,1
then made,1
then she,2
then spoke,1
then swept,1
then to,3
then too,1
then took,1
then turn,1
then went,1
then you,1
there I,3
there My,1
there Thats,1
there Whenever,1
there against,1
there and,2
there are,1
there brooding,1
there came,1
there for,2
there he,1
there in,5
there lined,1
there on,1
there out,1
there the,1
there they,1
there together,1
there warning,1
there was,23
there were,6
there when,1
there would,2
theres nobody,1
these benefits,1
these birds,1
these gravel,1
these people,1
these things,1
they are,1
they avoided,1
they barked,1
they began,1
they begged,1
they behaved,1
they breasted,1
they called,1
they came,5
they carried,1
they clung,1
they could,4
they decided,1
they did,1
they eat,1
they fairly,1
they found,1
they galloped,1
they had,9
they heard,1
they kept,2
they knew,2
they left,2
they looked,1
they merely,1
they must,1
they never,1
they ran,1
they saw,1
they seemed,1
they split,1
they spoke,1
they told,1
they usually,1
they went,2
they were,18
they worked,1
they would,3
theyre bull-snakes,1
theyre nice,1
thick and,1
thick as,1
thick iron-grey,1
thick nose,1
thick-set strip,1
thin What,1
thin rusty,1
thin shoulders,1
thing avoiding,1
thing either,1
thing one,1
thing very,1
things They,1
things after,1
things drying,1
things for,1
things she,1
things than,1
things that,3
things there,1
things theres,1
things they,1
things though,1
things to,1
things we,1
things went,1
things who,1
think I,1
think about,1
think of,3
think that,1
think they,1
thinking of,1
thirteen maybe,1
thirty--enough Now,1
this I,1
this Old,1
this When,1
this book,1
this boy,1
this country,2
this fleece,1
this kawntree,2
this little,1
this meant,1
this morning,1
this must,1
this new,1
this old,1
this opportunity,1
this part,1
this project,1
this residue,1
this skeleton,1
this slope,1
this sour,1
this strain,1
this stretch,1
this supposition,1
this time,3
this turn,1
this was,3
this when,1
thong from,1
those banks,1
those bitter,1
those days,1
those days--like,1
those dry,1
those fall,1
those first,1
those of,1
those parts,1
those plains,1
those shining,1
those sobbing,1
those two,2
those who,1
though I,1
though as,1
though from,1
though he,1
though she,1
thought I,1
thought and,1
thought he,1
thought it,1
thought they,1
thought very,1
thought--he was,1
thread of,1
three This,1
three babies,1
three blacks,1
three days,1
three horses,1
three rabbits,1
three sledges,1
three then,1
threw long,1
threw out,1
threw the,1
throat She,1
throat and,1
through Nebraska,1
through a,2
through my,1
through our,1
through the,7
through which,1
through with,1
throughout the,1
throw a,2
thrust forward,1
thus strongly,1
tickle him,1
tie our,1
tied a,1
tied and,1
tied over,1
tight She,1
tight little,1
tight over,1
tighten--now he,1
tighter Pavel,1
tilted a,1
timbers for,1
time I,3
time It,1
time That,1
time Tony,1
time a,1
time and,1
time by,1
time delighted,1
time he,1
time laugh,1
time of,3
time on,1
time she,1
time to,1
times As,1
tin peck-measure,1
tin trunk,1
tin washtub,1
tipped with,1
tired from,1
tired shoulders,1
to America,2
to Antonia,1
to Chicago,1
to Jake,1
to Jesse,1
to Krajiek,1
to Mr,4
to Russian,2
to Utah,1
to a,10
to ache,1
to admire,1
to all,1
to anyone,1
to appreciate,1
to ask,1
to bake,1
to be,19
to bed,1
to being,1
to believe,2
to blame,1
to borrow,3
to breathe,1
to care,1
to carry,2
to chat,1
to check,1
to chirp,1
to church,2
to climb,1
to coil,1
to come,6
to consider,1
to cook,2
to cough,1
to count,1
to crow,1
to defer,1
to dig,3
to do,4
to drag,1
to drift,1
to drive,5
to eat,1
to everyone,1
to explain,1
to feel,2
to fetch,1
to find,2
to flap,1
to follow,1
to foreigners,1
to forget,1
to freedom,1
to get,9
to getting,1
to give,6
to go,15
to greet,1
to grow,1
to guide,1
to happen,1
to have,5
to hear,2
to help,1
to her,7
to her--was,1
to herself,1
to him,5
to his,5
to hold,1
to howl,1
to hunt,1
to it,1
to join,1
to jump,2
to keep,4
to know,1
to leap,1
to learn,1
to leave,1
to let,1
to life,1
to like,1
to live,3
to look,3
to love,1
to make,5
to marry,1
to me,17
to meet,3
to milk,1
to mine,1
to my,3
to one,1
to our,2
to overtake,1
to pay,1
to people,1
to pick,2
to pieces,1
to play,1
to put,1
to remind,1
to ride,1
to rope,1
to run,3
to save,2
to say,1
to see,14
to send,1
to serve,1
to settle,1
to shine,1
to show,3
to sing,2
to sleep,2
to some,2
to something,1
to spare,1
to stay,2
to strange,1
to such,1
to take,3
to taking,1
to talk,4
to taper,1
to tell,4
to the,44
to their,3
to them,4
to think,4
to this,4
to those,1
to throw,2
to tie,1
to town,2
to treat,1
to try,2
to us,2
to visit,1
to wait,1
to wake,1
to walk,2
to wash,1
to watch,1
to water--nearly,1
to which,2
to whisper,1
to wipe,1
to wonder,2
to work,3
to you,1
together I,1
together One,1
together There,1
together Yulka,1
together along,1
together by,1
together on,2
together to,1
together watching,1
together--to tell,1
told Antonia,1
told The,1
told her,3
told him,1
told his,1
told how,1
told later,1
told me,8
told off,1
told that,2
told us,4
tone she,1
tone that,1
tone to,1
tongue Another,1
tongue and,1
too This,1
too and,1
too easy,1
too late,1
too much,1
too seemed,1
too some,1
too was,1
too with,1
took Antonia,1
took a,3
took an,1
took grandmothers,1
took her,2
took his,1
took me,2
took my,3
took off,2
took possession,1
took the,4
took them,2
took two,1
took us,1
took with,1
tool he,1
tools He,1
tools and,1
top of,2
top we,1
tops of,1
tops stitched,1
torpor in,1
tortured prisoners,1
touch but,1
touched my,1
touching me,1
toward Squaw,1
toward the,3
toward them,2
toward us,1
towels I,1
town Krajiek,1
town and,1
town had,1
town or,1
town to,1
town we,1
towns but,1
tracings like,1
trade had,1
trade so,1
trail to,1
trailed along,2
train at,1
train it,1
train they,1
train to,1
train until,1
trained horses,1
trains of,1
trampled hard,1
transactions with,1
transfiguration a,1
transformed into,1
translated My,1
translating for,1
travel was,1
travel went,1
travelled back,1
travelled in,1
travelling with,1
treat me,1
tree behind,1
tree in,1
tree that,1
tree-tops I,1
tree-tops We,1
tree-tops that,1
trees and,2
trees in,1
trees low,1
trees no,1
trees that,1
trees were,1
trees with,1
triangular sheaths,1
trick on,1
trickling through,1
tricks but,1
tried to,5
trim would,1
trimmings and,1
trip to,1
trip was,1
triplets were,1
triumphant ending,1
trotting after,1
trouble Sometimes,1
trouble When,1
troubles at,1
troubles to,1
true-lovers knots,1
trundled a,1
trunk in,1
trunks I,1
trusting the,1
try farming,1
try our,1
trying desperately,1
tub watching,1
tucked apologetically,1
tucked down,1
tucked her,1
tumbled in,1
tune up,1
tuned up,1
tunes were,1
turn and,1
turn in,1
turned a,1
turned and,1
turned back,1
turned back--it,1
turned he,1
turned him,1
turned his,1
turned my,1
turned rosy,1
turned the,1
turned to,2
turning up,1
turning yellow,1
twelve or,1
twelve rattles,1
twenty dollars,1
twenty miles,1
twenty-four I,1
twenty-four years,1
twice a,1
twice as,1
twisted as,1
twisted up,1
twitched and,1
two Pavel,1
two Russians,2
two a,1
two alphabets,1
two bony,1
two boys,1
two children,1
two corridors,1
two entrances,1
two farm-wagons,1
two friends,1
two girls,3
two hot,1
two hundred,2
two long,1
two men,4
two sledges,1
two three,1
two weeks,1
tying her,1
ugly belly,1
ugly cave,1
ugly head,1
unable to,1
unbroken prairie,1
unburdened his,1
unconscious memories,1
uncouth noises,1
uncovered one,1
under Ottos,1
under her,1
under his,3
under its,1
under me,1
under new,1
under that,1
under the,15
under their,1
underground Before,1
underground connections,1
underground with,1
underground you,1
underneath it,1
understand some,1
understand the,1
understand them,1
understand very,1
understandingly then,1
undeserved notoriety,1
undraped female,1
undulating I,1
unfortunate When,1
unfriendly expression,1
united and,1
unless I,1
unless for,1
unpronounceable so,1
unprotected by,1
unseen and,1
untied the,1
until I,2
until she,1
until the,5
until we,1
unusual endurance,1
unusually spry,1
up And,1
up Pavel,1
up a,3
up again,1
up all,1
up an,1
up and,9
up as,1
up at,3
up behind,2
up by,1
up close,1
up comfortable,1
up flocks,1
up from,2
up he,1
up her,1
up his,2
up in,7
up like,2
up money,1
up my,3
up north,1
up on,5
up out,2
up over,1
up stiffly,1
up the,8
up there,3
up to,13
up we,1
up with,4
upholstery materials,1
upland a,1
uplands trusting,1
upon him,1
upon old,1
upon the,2
upon them,1
upon what,1
uprooted people,1
upstairs Jake,1
upstairs darning,1
us Antonia,1
us He,1
us It,1
us Jake,1
us Mr,1
us Pavel,1
us The,2
us Whatever,1
us When,1
us a,3
us about,1
us an,1
us and,7
us as,1
us but,1
us cheerful,1
us come,1
us coming,1
us down,1
us drops,1
us every,1
us had,1
us he,1
us his,2
us home,1
us hopefully,1
us in,1
us knives,1
us or,1
us over,1
us so,1
us that,5
us the,2
us there,1
us three,1
us to,2
us understandingly,1
us warm,1
us we,1
us--a thin,1
us--the light,1
use After,1
use here,1
use like,1
used about,1
used canned,1
used to,15
usual dozens,1
usually called,1
usually did,1
utter darkness,1
uttered it,1
vain for,1
value for,1
velvety The,1
vermilion with,1
very bad,1
very clear,1
very comfortable,1
very different,3
very difficult,1
very doleful,1
very drunk--the,1
very eager,1
very far,2
very fond,1
very foolish,1
very glad,1
very good,1
very handy,1
very happy,1
very hard,2
very hospitable,1
very ill,1
very large,1
very little,3
very lively,1
very loud,1
very many,1
very much,1
very nice,1
very noticeable,1
very rich,1
very roomy,1
very short,1
very sociable,1
very strong,1
vest and,1
victory of,1
village It,1
village Pavels,1
village alone,1
village at,1
village now,1
village ringing,1
vines The,1
vines--and I,1
violent temper,1
violently Oh,1
visit and,1
visit our,1
visit them,1
vitality out,1
voice and,1
voice called,1
voice calling,1
voice like,1
voice was,2
voyage On,1
wages and,1
wagon I,1
wagon There,1
wagon he,2
wagon jolted,1
wagon to,1
wagon-box We,1
wagon-box covered,1
wagon-seat one,1
wagon-tracks on,1
wagons came,1
wait a,1
wait for,1
wait to,1
waited The,1
waiting for,2
wake him,1
waking to,1
walk As,1
walk along,1
walk straight,1
walk the,1
walked about,1
walked away,1
walked beside,1
walking backward,1
walking slowly,1
wall I,1
wall What,1
wall all,1
wall and,2
wall properly,1
walls as,1
wander for,1
wandered all,1
wandering Jew,1
wandering about,1
want her,1
want to,4
wanted Mr,1
wanted She,1
wanted to,6
wanting to,1
wants known,1
wants me,1
warm I,1
warm and,3
warm as,1
warm bank,1
warm bath,1
warm by,1
warm dinner,1
warm grassy,1
warm in,1
warm nest,1
warm place,1
warm under,1
warm wind,1
warm yellow,1
warm-blooded life,1
warmed us,1
warmth But,1
warmth and,2
warmth indoors,1
warning human,1
was Dude,1
was His,1
was I,1
was Wick,1
was a,33
was about,1
was absorbed,1
was added,1
was afraid,1
was afternoon,1
was alert,1
was alive,1
was all,1
was almost,1
was alone,1
was also,1
was always,4
was an,3
was another,1
was apt,1
was as,1
was asked,1
was asleep,1
was awed,1
was barefooted,1
was being,2
was belong,1
was bitten,1
was born,1
was brilliantly,1
was brown,2
was brushed,1
was buried,1
was busy,1
was called,1
was caught,1
was certainly,1
was changed,1
was clear,4
was comfortable,1
was coming,2
was contagious,1
was convinced,1
was covered,2
was crazy,1
was crossing,1
was crusted,1
was curly,1
was divided,1
was drawn,1
was dressed,1
was dug,1
was dull,1
was duller,1
was dusty,1
was enough,1
was entirely,1
was equal,1
was even,2
was exceedingly,1
was failing,1
was faintly,1
was fair,1
was fixed,1
was flapping,1
was for,2
was fortunate,1
was four,1
was frozen,1
was getting,1
was glad,1
was going,3
was gone,1
was good,1
was grazing,1
was growing,3
was hanging,1
was happening,1
was hard,1
was her,1
was high,2
was his,2
was hoarse,1
was homesick,1
was how,1
was important,1
was in,3
was indignant,1
was just,2
was led,1
was left,2
was lightest--all,1
was like,5
was looking,1
was low,1
was lying,2
was made,1
was more,1
was much,1
was native,1
was nearly,1
was neatly,1
was never,1
was nineteen,1
was no,4
was not,13
was nothing,3
was now,3
was of,2
was off,1
was often,2
was old,3
was on,1
was one,1
was only,3
was out,1
was over,5
was panting,1
was plastered,2
was pleasant,1
was positively,1
was preparing,1
was pretty,1
was probably,1
was quick-footed,1
was racing,1
was ran,1
was rather,1
was ready,1
was riding,1
was ruggedly,1
was said,1
was shut,1
was sitting,2
was so,10
was some,1
was something,3
was somewhat,1
was soon,2
was spread,1
was standing,1
was still,3
was stripped,1
was stronger,1
was sunning,1
was sure,2
was tall,1
was telling,2
was ten,1
was that,1
was the,11
was their,1
was then,1
was there,2
was thin,1
was to,3
was told,2
was trampled,1
was translating,1
was travelling,1
was twenty-four,1
was unable,1
was used,2
was usually,1
was very,6
was waiting,1
was walking,2
was warm,1
was well-grown,1
was wonderfully,1
was working,3
was worth,1
wash when,1
washed out,1
washed the,1
washed up,1
washing He,1
washtub He,1
washtub into,1
wasted look,1
watch me,1
watch the,1
watch-charm and,1
watched his,1
watched the,1
watched them,1
watching her,1
watching me,2
watching the,1
water When,1
water and,2
water for,1
water is,1
water whose,1
water--nearly two,1
watermelon patch,1
watermelons up,1
wave The,1
waved at,1
waves like,1
waves that,1
waving her,1
wavy loops,1
way The,1
way back,1
way below,1
way from,1
way home,2
way in,1
way of,1
way over,1
way the,1
way to,2
we approached,2
we bought,1
we bumped,1
we came,2
we could,9
we did,1
we die,1
we discovered,1
we dragged,1
we drove,1
we feel,1
we felt,1
we flew,1
we followed,1
we found,2
we got,2
we had,8
we kept,1
we knew,1
we left,1
we lifted,1
we made,1
we met,1
we neared,1
we never,1
we ought,1
we popped,1
we ran,1
we reached,3
we rode,3
we sat,2
we saw,1
we set,2
we settle,1
we skirted,1
we snuggled,1
we stood,1
we stop,1
we stopped,1
we supposed,1
we take,1
we talked,1
we to,1
we turned,1
we used,3
we watched,1
we went,6
we were,12
wearing little,1
weather had,1
weaver by,1
webbed to,1
wedding and,1
wedding in,1
wedding party,3
week all,1
week to,1
weeks The,1
weeks on,1
weepon Wed,1
well He,1
well The,1
well We,2
well as,1
well beside,1
well-fed She,1
well-grown and,1
well-shaped his,1
went I,1
went The,1
went Under,1
went a,1
went about,5
went all,1
went away,1
went back,1
went badly,1
went crazy,1
went down,5
went like,1
went moaning,1
went near,1
went off,1
went on,5
went over,2
went south,1
went the,1
went through,2
went to,6
went twice,1
went wandering,1
went with,2
were They,1
were a,3
were about,1
were afraid,1
were all,2
were already,2
were always,4
were angels,1
were approaching,1
were as,2
were asked,1
were at,1
were bad,2
were batching,1
were big,1
were blinded,1
were blown,1
were both,1
were bright,1
were broken,1
were called,2
were coming,1
were deaf,1
were disposed,1
were disputing,1
were doing,2
were down,1
were drenched,1
were dwarfed,1
were either,1
were employed,1
were engraved,1
were examining,1
were extravagantly,1
were falling,1
were famished,1
were far,1
were full,1
were galloping,1
were glad,1
were going,1
were good,1
were hard,1
were having,1
were horizontal,1
were how,1
were hundreds,1
were insignificant,1
were introduced,1
were leaving,1
were left,1
were lighthearted,1
were like,1
were likely,1
were little,3
were looking,1
were lying,2
were melancholy,1
were more,2
were no,2
were not,2
were of,1
were on,1
were out,2
were outside,1
were persons,1
were plastered,1
were playing,1
were polished,1
were quite,1
were red,2
were rolling,1
were run,1
were running,2
were sending,1
were set,1
were several,2
were shooing,1
were so,4
were some,1
were still,1
were such,1
were sure,1
were surrounded,1
were taken,2
were taking,1
were tears,1
were the,7
were things,1
were tied,1
were to,2
were trying,1
were tucked,1
were twisted,1
were under,1
were unpronounceable,1
were unusually,1
were very,1
were waiting,1
were waking,1
were watching,1
were we,1
were webbed,1
were whirling,1
were white,1
were wide,1
were willing,1
were within,1
were young,1
west I,1
west There,1
west and,1
west half,1
west half-window,1
west of,1
western sky-line,1
westward down,1
wet comb,1
what I,2
what a,1
what happened,1
what he,1
what is,2
what lay,1
what seemed,1
what she,1
what the,2
what was,2
what would,1
what you,1
wheel We,1
wheelbarrow Pavel,1
wheelbarrow and,1
wheels ground,1
when Antonia,1
when I,7
when Im,1
when grandmother,1
when he,8
when his,1
when one,1
when people,1
when she,6
when the,4
when there,1
when they,9
when we,10
when white,1
when you,1
whenever he,1
whenever we,1
where gangs,1
where grandmother,1
where men,1
where snakes,1
where squashes,1
where the,6
where there,3
where they,4
where two,1
wherever it,1
whether he,1
whether it,1
whether the,1
whether they,2
which I,2
which Squaw,1
which all,1
which bore,1
which could,1
which countries,1
which cut,1
which fairly,1
which fell,1
which grandmother,2
which had,1
which he,2
which hung,1
which indicated,1
which it,1
which kept,1
which much,1
which sailed,1
which seemed,1
which she,1
which sometimes,1
which the,1
which we,1
which were,3
which wouldnt,1
while He,1
while I,2
while Mrs,1
while but,1
while he,2
while she,1
while the,1
while to,2
while when,1
whine Pavel,1
whining howl,1
whirled round,1
whirling black,1
whirling over,1
whiskey The,1
whisper He,1
whisper to,1
whispered And,1
whispered Its,1
whispered to,2
white Christmas,1
white He,1
white and,3
white bark,1
white curtains,1
white flakes,1
white frame,1
white in,1
white men,1
white on,1
white road,1
white stretches,1
whitewashed wall,1
whitewashed--the plaster,1
whither I,1
who came,1
who could,1
who died,1
who had,4
who held,1
who knew,1
who lived,3
who made,1
who never,1
who was,7
who went,1
who were,4
who would,2
whole band,1
whole body,1
whole country,1
whole prairie,1
whole world,1
whom He,1
whom I,1
whom they,3
whose destination,1
whose top,1
why I,1
why is,1
wide and,1
wide bed,1
wide double,1
wide flat,1
wide leather,1
wide open,1
wider than,1
wild buffalo,1
wild gesticulations,1
wild place,1
wild thing,1
wild things,1
wild-looking The,1
wild-looking fellow,1
wildcats and,1
wilderness to,1
willing to,1
willow bushes,2
wind A,1
wind It,1
wind The,2
wind When,1
wind a,1
wind and,1
wind did,1
wind grew,1
wind had,1
wind she,1
wind shook,1
wind sprang,1
wind was,1
winding doubling,1
winding gullies,1
windings of,2
windlass well,1
windmill and,1
windmill close,1
windmill frame,1
windmill the,1
window as,1
window sunk,1
window where,1
window-blinds in,1
window-shade at,1
windows guided,1
